Location,Ontario producer,LCBO convenience outlet,Authorized to sell beer,Authorized to sell wine,Authorized to sell cider,Authorized to sell spirits,Authorized to sell ready-to-drink,Accepts empties,Bottle return only,Address,City/Town,Postal code,Latitude,Longitude
Manchester Country Convenience,N,N,Y,Y,Y,N,Y,N,N,1185 Regional Road 21,Port Perry,L9L1B5,44.0782684,-78.983769
Mandiholic Mini Mart,N,N,Y,Y,Y,N,Y,N,N,60 Riviera Drive,Markham,L3R5M1,43.8327474,-79.3426448
Mandiholic Mini Mart,N,N,Y,Y,Y,N,Y,N,N,18 Crown Steel Drive,Markham,L3R9X8,43.8390635,-79.3256571
Manila Avenue Convenience Store,N,N,Y,Y,Y,N,Y,N,N,181 Birch Street,Collingwood,L9Y2V5,44.4981069,-80.2224703
Manilla General Store,N,Y,Y,Y,Y,Y,Y,Y,N,17081 Simcoe Street,Manilla,K0M2J0,44.30854318,-78.98886663
Manitoulin Brewing Company,Y,N,Y,N,Y,N,N,N,N,43 Manitowaning Road,Little Current,P0P1K0,45.97656721,-81.92423633
Manitoulin Trading Post,N,N,Y,Y,Y,N,Y,N,N,11105 Highway 6,Sheguiandah First Nation,P0P1W0,45.8827,-81.9163
Mannie Mart,N,N,Y,Y,Y,N,Y,N,N,82 Waterloo Street,Kitchener,N2H3V4,43.45709,-80.4999
Manns Distillery,Y,N,N,N,N,Y,N,N,N,581 West Street,Brantford,N3R7C5,43.16933227,-80.24771674
Mansfield General Store,N,Y,Y,Y,Y,Y,Y,Y,N,937002 Airport Road,Mulmur,L9V0L6,44.16990771,-80.0386909
Maple Convenience,N,N,Y,Y,Y,N,Y,N,N,200 Highland Road West,Kitchener,N2M3C2,43.4411,-80.5066
Maple Convenience,N,N,Y,Y,Y,N,Y,N,N,3830B Bloor Street West,Etobicoke,M9B1K8,43.64149,-79.5381
Maple Convenience And Dollar,N,N,Y,Y,Y,N,Y,N,N,1235 Fairview Street,Burlington,L7S2H9,43.33130364,-79.81940994
Maple Convenience Store,N,N,Y,Y,Y,N,Y,N,N,373 Colborne Street,Brantford,N3S3N4,43.1388267,-80.2548022
Maple Convenience Store,N,N,Y,Y,Y,N,Y,N,N,80 Toll Gate Road,Brantford,N3R4Z6,43.1669582,-80.2839441
Maple Leaf Convenience Mart,N,N,Y,Y,Y,N,Y,N,N,445 Church Street,Toronto,M4Y2C5,43.66389,-79.3798
Maple Leaf Country Store,N,Y,Y,Y,Y,Y,Y,Y,N,34820 Highway 62,Maple Leaf,K0L2R0,45.26449406,-77.83545073
Maple Leaf Mini Food Market,N,N,Y,Y,Y,N,Y,N,N,4218 Lawrence Avenue East,Scarborough,M1E4X9,43.76941,-79.1842
Maple Leaf Pizza & Wings,N,N,Y,Y,Y,N,Y,N,N,525 Mohawk Road East,Hamilton,L8V2J5,43.22151,-79.8515
Maple Mini Mart,N,N,Y,Y,Y,N,Y,N,N,10555 Jane Street,Maple,L6A3L1,43.86261,-79.5395
Maple Ridge Farm,Y,N,N,Y,Y,Y,N,N,N,18035 County Road 43,Apple Hill,K0C1B0,45.2197192,-74.8204966
Maple View Variety,N,N,Y,Y,Y,N,Y,N,N,126 Concession Street East,Tillsonburg,N4G1P7,42.8678026,-80.7219311
Maplegrove Vinoteca Estate Winery,Y,N,N,Y,Y,N,N,N,N,4063 North Service Road,Beamsville,L0R1B1,43.18849424,-79.42888928
Mapleleaf Smokeland Variety Inc.,N,N,Y,Y,Y,N,Y,N,N,123 Peter Street,Port Hope,L1A1C5,43.94954,-78.2837
Maplewood Market,N,N,Y,Y,Y,N,Y,N,N,796 Brant Street,Burlington,L7R2J2,43.33362,-79.8102
Maplewood Variety,N,N,Y,Y,Y,N,Y,N,N,6700 Montevideo Road,Mississauga,L5N1V1,43.59065,-79.7585
Marcel's Variety,N,N,Y,Y,Y,N,Y,N,N,278 Lincoln Street,Welland,L3B4N4,42.98426,-79.2426
Marché Bonichoix Alain Viau,N,N,Y,Y,Y,N,Y,N,N,1244 St. Augustin Road,Embrun,K0A1W0,45.274131,-75.275381
Marche de la Place,N,Y,Y,Y,Y,Y,Y,Y,N,3159 Principale Street,Wendover,K0A3K0,45.57311933,-75.12545032
Marché Leo's,N,N,Y,Y,Y,N,Y,N,N,475 Front Street East,Toronto,M5A0S7,43.6529606,-79.3552179
Marché Leo's Market,N,N,Y,Y,Y,N,Y,N,N,1 Edgewater Drive,Toronto,M5A0L1,43.64498,-79.3638
Marche Robert Valerie,N,N,Y,Y,Y,N,Y,N,N,140 John Street,Hawkesbury,K6A1X9,45.61177,-74.605
Marche St. Albert,N,Y,Y,Y,Y,Y,Y,Y,N,139 Principale Street,St. Albert,K0A3C0,45.25547373,-75.12183523
Marcheleo's Market,N,N,Y,Y,Y,N,Y,N,N,4208 Dundas Street West,Etobicoke,M8X1Y6,43.6605,-79.5116
Marcheleo's Market Place,N,N,Y,Y,Y,N,Y,N,N,150 Wynford Drive,North York,M3C1K6,43.72729906,-79.32615921
Margo's International Market,N,N,Y,Y,Y,N,Y,N,N,566 Gladstone Avenue,Ottawa,K1R5P2,45.4092881,-75.7001909
Marian Rose Boutique,N,N,Y,Y,Y,N,Y,N,N,148 Peel Street,New Hamburg,N3A1E7,43.37725,-80.7093
Marine Convenience,N,N,Y,Y,Y,N,Y,N,N,2575 3Rd Avenue West,Owen Sound,N4K4S7,44.58896,-80.9454
Mark 7 Variety,N,N,Y,Y,Y,N,Y,N,N,5762 Highway 7,Markham,L3P1A7,43.87241,-79.2667
Markdale Gas & Convenience,N,N,Y,Y,Y,N,Y,N,N,221 Toronto Street South,Markdale,N0C1H0,44.3146227,-80.6406858
Market 479,N,N,Y,Y,Y,N,Y,N,N,2190 Dundas Street,London,N5V1R2,43.00995325,-81.15975542
Market Basket,N,N,Y,Y,Y,N,Y,N,N,750 Oklahoma Drive,Pickering,L1W3G9,43.8124,-79.1111
Market Brewing Company,Y,N,Y,N,N,N,Y,N,N,17775 Leslie Street,Newmarket,L3Y3E3,44.07279805,-79.43226197
Market by the Falls,N,Y,Y,Y,Y,Y,Y,Y,N,202 Main Street West,Otterville,N0J1R0,42.9268728,-80.60370072
Market Convenience,N,N,Y,Y,Y,N,Y,N,N,124 Eglinton Avenue West,Toronto,M4R2G8,43.70605,-79.4025
Markham Convenience,N,N,Y,Y,Y,N,Y,N,N,276 Markham Road,Scarborough,M1J3C5,43.74557,-79.2204
Markham Corner Gift & Smoke,N,N,Y,Y,Y,N,Y,N,N,5105 Sheppard Avenue East,Scarborough,M1S4N8,43.79258,-79.2394
Markham Fine Foods,N,N,Y,Y,Y,N,Y,N,N,23 Wootten Way North,Markham,L3P2Y2,43.87856,-79.2431
Markham Variety,N,N,Y,Y,Y,N,Y,N,N,421 Markham Road,Scarborough,M1J3E2,43.75051,-79.2215
Markland Woods Convenience,N,N,Y,Y,Y,N,Y,N,N,4335 Bloor Street West,Etobicoke,M9C2A5,43.6308387,-79.5757084
Markus Mini Mart,N,N,Y,Y,Y,N,Y,N,N,477 Dundas Street,London,N6B1W4,42.98719,-81.2365
Markville Convenience Retail,N,N,Y,Y,Y,N,Y,N,N,1 Raymerville Drive,Markham,L3P5J5,43.87687,-79.2853
Marland Super Variety,N,N,Y,Y,Y,N,Y,N,N,282 Marland Avenue,Oshawa,L1J1X1,43.88702,-78.8703
Marqs,Y,N,N,Y,Y,N,N,N,N,41 Cold Creek Road,Hillier,K0K2J0,43.96232946,-77.43948108
Mars Convenience,N,N,Y,Y,Y,N,Y,N,N,118 Snyders Road East,Baden,N3A2V6,43.40467,-80.6643
Martindale Convenience,N,N,Y,Y,Y,N,Y,N,N,211 Martindale Road,St. Catharines,L2S3V7,43.1715,-79.2743
Martin's Smoke And Gift Shop,N,N,Y,Y,Y,N,Y,N,N,1913 Ellesmere Road,Scarborough,M1H2W5,43.77413,-79.2409
Maruti Convenience Port Dover,N,N,Y,Y,Y,N,Y,N,N,511 Main Street,Port Dover,N0A1N0,42.78872,-80.2071
Maruti Shop Paris,N,N,Y,Y,Y,N,Y,N,N,279 Grand River Street North,Paris,N3L2N9,43.2098712,-80.3907479
Maryhill Market,N,N,Y,Y,Y,N,Y,N,N,3 Street Charles Street West,Maryhill,N0B2B0,43.5298,-80.4041
Marynissen Estates,Y,N,N,Y,Y,N,N,N,N,"1208 Concession 1, RR 6",Niagara-on-the-Lake,L0S1J0,43.20591256,-79.072173
Mary's Variety,N,N,Y,Y,Y,N,Y,N,N,675 Broadview Avenue,Toronto,M4K2P4,43.67444,-79.3569
Mason Vineyard,Y,N,N,Y,Y,N,N,N,N,3882 King Street,Beamsville,L0R1B1,43.15619085,-79.41872146
Massawa Convenience Store,N,N,Y,Y,Y,N,Y,N,N,450 Parliament Street,Toronto,M5A3A2,43.66355,-79.3679
Master Supermarket,N,N,Y,Y,Y,N,Y,N,N,329 Roncesvalles Avenue,Toronto,M6R2M8,43.64903,-79.4499
Mastronardi Estate Winery,Y,N,N,Y,Y,N,N,N,N,1193 Road 3 East,Kingsville,N9Y2E5,42.06119035,-82.68953564
Matron Fine Beer,Y,N,Y,N,Y,N,N,N,N,65 Barker's Lane,Bloomfield,K0K1G0,43.98156769,-77.2294909
Mattawa Variety,N,N,Y,Y,Y,N,Y,N,N,311 Mcconnell Street,Mattawa,P0H1V0,46.31623,-78.7026
Maverick Distillery Limited,Y,N,N,N,N,Y,N,N,N,2140 Winston Park Drive,Oakville,L6H5V5,43.50791589,-79.67344503
Mave's Variety,N,N,Y,Y,Y,N,Y,N,N,227 James Street North,Hamilton,L8R2L2,43.26243,-79.8667
Max Mini Mart,N,N,Y,Y,Y,N,Y,N,N,2286 Islington Avenue,Etobicoke,M9W3W8,43.71503,-79.5557
Max Multi Mart,N,N,Y,Y,Y,N,Y,N,N,610 Lakeshore Drive,North Bay,P1A2E6,46.26962,-79.4412
Maxi Mart,N,N,Y,Y,Y,N,Y,N,N,981 Brock Road,Pickering,L1W3A4,43.83245,-79.0668
Maxi Mart,N,N,Y,Y,Y,N,Y,N,N,1100 Davis Drive,Newmarket,L3Y8W8,44.06577,-79.43
Maxo Food Mart,N,N,Y,Y,Y,N,Y,N,N,1050 Laurier Street,Rockland,K4K1E3,45.5541669,-75.2802276
Maxstop Gas & Convenience,N,N,Y,Y,Y,N,Y,N,N,5715 County Road 9,St. Isidore,K0C1J0,45.3889018,-74.907659
Maxx Convenience,N,N,Y,Y,Y,N,Y,N,N,50 Victoria Street North,Goderich,N7A2R6,43.7445383,-81.7074
Maynooth General Store,N,N,N,N,N,N,N,Y,Y,33001 Hastings County Road 62,Maynooth,K0L2S0,45.2313391,-77.9377296
MC Convenience,N,N,Y,Y,Y,N,Y,N,N,411 Manhattan Drive,Markham,L3P7P4,43.88111,-79.2888
McClelland's Hardware Ltd.,N,Y,Y,Y,Y,Y,Y,Y,N,3 Lake Huron Drive,Desbarats,P0R1E0,46.34600438,-83.92310823
McCormick's Country Store ,N,Y,Y,Y,Y,Y,Y,Y,N,2561 County Road 4,Camden East,K0K1J0,44.33590711,-76.83312766
McDonald's Pharmacy,N,N,Y,Y,Y,N,Y,N,N,67 Bruce Avenue,South Porcupine,P0N1H0,48.47777,-81.2114
McEwan Fine Foods,N,N,Y,Y,Y,N,Y,N,N,38 Karl Fraser Road (Shops at Don Mills),North York,M3C0H7,43.73645,-79.3452
McGinn's Amherst Island General Store,N,Y,Y,Y,Y,Y,Y,Y,N,5695 Front Road,Stella,K0H2S0,44.170149,-76.70080402
McGrath's Brewing,Y,N,Y,N,N,N,N,N,N,75 Victoria Street,Toronto,M5C2B1,43.6515058,-79.3773365
McKellar General Store,N,Y,Y,Y,Y,Y,Y,Y,N,1 Centre Road,McKellar,P0G1C0,45.50808059,-79.919649
McLaughlin Foods,N,N,Y,Y,Y,N,Y,N,N,404 Nelson Street,Kingston,K7K4N2,44.24306,-76.5028
McNaughton Automotive Ltd.,N,Y,Y,Y,Y,Y,Y,Y,N,22789 Hagerty Road,Newbury,N0L1Z0,42.68125223,-81.79354193
Meadowbrook Variety,N,N,Y,Y,Y,N,Y,N,N,545 Armstrong Road,Kingston,K7M7G9,44.24024,-76.5425
Meadowridge Variety & Gas Station,N,N,Y,Y,Y,N,Y,N,N,407 James Street South,St. Marys,N4X1A4,43.2478,-81.1341
Meaford Convenience,N,N,Y,Y,Y,N,Y,N,N,331 Sykes Street South,Meaford,N4L1C5,44.59839,-80.5862
Meaford Convenience & Pet Stop,N,N,Y,Y,Y,N,Y,N,N,288 Sykes Street North,Meaford,N4L1H9,44.61318,-80.5962
Meaford Convenience Plus,N,N,Y,Y,Y,N,Y,N,N,50 Sykes Street North,Meaford,N4L1R2,44.60766,-80.5922
Meat & Greet Butchers,N,N,Y,Y,Y,N,Y,N,N,461 Park Road South,Oshawa,L1J8R3,43.88365914,-78.86771122
Meat on Milliken,N,N,Y,Y,Y,N,Y,N,N,23 Milliken Boulevard,Scarborough,M1V5H7,43.8041833,-79.2948607
Mecton Convenience,N,N,Y,Y,Y,N,Y,N,N,7640 Line 86,Wallenstein,N0B2S0,43.62385,-80.69552
Meena's Convenience,N,N,Y,Y,Y,N,Y,N,N,50 Kennedy Road South,Brampton,L6W3E7,43.6889262,-79.73839
Meena's Convenience,N,N,Y,Y,Y,N,Y,N,N,550 Finch Avenue,Pickering,L1V0B2,43.8376017,-79.1330644
Mega Convenience,N,N,Y,Y,Y,N,Y,N,N,2002 Middlefield Road,Markham,L3S1Y6,43.83323,-79.2689
Mega Family Convenience,N,N,Y,Y,Y,N,Y,N,N,195 John Street North,Hamilton,L8L4P4,43.26182,-79.8641
Mega Mart,N,N,Y,Y,Y,N,Y,N,N,8 Helene Street North,Mississauga,L5G3B2,43.5542877,-79.5842547
Mega Save,N,N,Y,Y,Y,N,Y,N,N,2011 Dufferin Street,York,M6E3R3,43.68572,-79.446
Mei Convenience,N,N,Y,Y,Y,N,Y,N,N,236 Shuter Street,Toronto,M5A1W1,43.65659,-79.3675
Mel Rosa Variety,N,N,Y,Y,Y,N,Y,N,N,140 La Rose Avenue,Etobicoke,M9P1B2,43.68551455,-79.52342888
Mellaci Variety Shop,N,N,Y,Y,Y,N,Y,N,N,1117 Dufferin Street,Toronto,M6H4B7,43.66317,-79.4365
Mellona Artisanal Products,N,N,Y,Y,Y,N,Y,N,N,7 Nassau Street,Oshawa,L1J4A3,43.8958902,-78.8701829
Melody Lodge,N,N,Y,Y,Y,N,Y,N,N,4328 Melody Lodge Lane,Seeleys Bay,K0H1H0,44.4208924,-76.3274494
Merchant 6,N,N,Y,Y,Y,N,Y,N,N,356 Main Street South,Exeter,N0M1S2,43.3468918,-81.4802677
Merchant's Convenience,N,N,Y,Y,Y,N,Y,N,N,650 Plains Road East,Burlington,L7T2E9,43.32247,-79.8305
Merit Brewing Company Inc.,Y,N,Y,N,Y,N,N,N,N,107 James Street North,Hamilton,L8R2K6,43.25957236,-79.86802273
Merlin General Store,N,Y,Y,Y,Y,Y,Y,Y,N,20 Erie Street South,Merlin,N0P1W0,42.24061797,-82.23029416
Merrickville Food Market,N,N,Y,Y,Y,N,Y,N,N,205 St. Lawrence Street,Merrickville,K0G1N0,44.91532,-75.8364
Merry Market,N,N,Y,Y,Y,N,Y,N,N,265 Concession Street,Kingston,K7K2B7,44.24156,-76.5074
Metcalfe Variety Store,N,Y,Y,Y,Y,Y,Y,Y,N,8196 Victoria Street,Metcalfe,K0A2P0,45.23508609,-75.47439756
Metro,N,N,Y,Y,Y,N,Y,N,N,3100 Howard Avenue,Windsor,N8X3Y8,42.27342824,-83.00139228
Metro,N,N,Y,Y,Y,N,Y,N,N,3663 Tecumseh Road East,Windsor,N8W1H8,42.3039602,-82.9791367
Metro,N,N,Y,Y,Y,N,Y,N,N,11729 Tecumseh Road East,Windsor,N8N1L8,42.31097625,-82.89780732
Metro,N,N,Y,Y,Y,N,Y,N,N,6740 Wyandotte Street East,Windsor,N8S1P6,42.3316855,-82.9565997
Metro,N,N,Y,Y,Y,N,Y,N,N,417 Wellington Street,St. Thomas,N5R5J5,42.7761759,-81.1601065
Metro,N,N,Y,Y,Y,N,Y,N,N,225 Broadway Street,Tillsonburg,N4G3R2,42.8620363,-80.7308084
Metro,N,N,Y,Y,Y,N,Y,N,N,1244 Commissioners Road West,London,N6K1C7,42.9578028,-81.3316043
Metro,N,N,Y,N,Y,N,Y,N,N,395 Wellington Road,London,N6C5Z6,42.95977675,-81.23310853
Metro,N,N,Y,Y,Y,N,Y,N,N,1375 London Road,Sarnia,N7S1P6,42.97906274,-82.35370483
Metro,N,N,Y,Y,Y,N,Y,N,N,560 Exmouth Street,Sarnia,N7T5P5,42.9855117,-82.3843131
Metro,N,N,Y,Y,Y,N,Y,N,N,301 Oxford Street West,London,N6H1S6,42.98993976,-81.27617803
Metro,N,N,Y,Y,Y,N,Y,N,N,155 Clarke Road,London,N5W5C9,42.99054707,-81.17040712
Metro,N,N,Y,Y,Y,N,Y,N,N,1030 Adelaide Street North,London,N5Y2M9,43.00747807,-81.23963731
Metro,N,N,Y,Y,Y,N,Y,N,N,7835 McLeod Road,Niagara Falls,L2H0G5,43.0703171,-79.1264072
Metro,N,N,Y,N,Y,N,Y,N,N,371 St Paul Avenue,Brantford,N3R4N5,43.15598744,-80.27334261
Metro,N,N,Y,Y,Y,N,Y,N,N,101 Lakeshore Road,St. Catharines,L2N2T6,43.2044087,-79.2445863
Metro,N,N,Y,Y,Y,N,Y,N,N,1370 South Service Road,Stoney Creek,L8E5C5,43.21495,-79.64162
Metro,N,N,Y,Y,Y,N,Y,N,N,1900 King Street East,Hamilton,L8K1W1,43.2306496,-79.8071735
Metro,N,N,Y,Y,Y,N,Y,N,N,1161 Barton Street East,Hamilton,L8H2V4,43.25321646,-79.81258056
Metro,N,N,Y,Y,Y,N,Y,N,N,15 Governors Road,Dundas,L9H6L9,43.2634647,-79.9538067
Metro,N,N,Y,N,Y,N,Y,N,N,2010 Appleby Line,Burlington,L7L6M6,43.39231982,-79.79381098
Metro,N,N,Y,Y,Y,N,Y,N,N,1521 Rebecca Street,Oakville,L6L1Z8,43.4120143,-79.7073767
Metro,N,N,Y,Y,Y,N,Y,N,N,280 North Service Road West,Oakville,L6M2S2,43.4472349,-79.7054138
Metro,N,N,Y,Y,Y,N,Y,N,N,1011 Upper Middle Road East,Oakville,L6H4L4,43.48355242,-79.69486446
Metro,N,N,Y,N,Y,N,Y,N,N,1050 Kennedy Circle,Milton,L9T0J9,43.50818574,-79.83680074
Metro,N,N,Y,N,Y,N,Y,N,N,910 Southdown Road,Mississauga,L5J2Y4,43.50824896,-79.63036097
Metro,N,N,Y,N,Y,N,Y,N,N,500 Edinburgh Road Sout,Guelph,N1G4Z1,43.52150096,-80.23346446
Metro,N,N,Y,Y,Y,N,Y,N,N,2225 Erin Mills Parkway,Mississauga,L5K1T9,43.5307487,-79.6533683
Metro,N,N,Y,N,Y,N,Y,N,N,6677 Meadowvale Town Centre Circle,Mississauga,L5N2R5,43.58342194,-79.759837
Metro,N,N,Y,Y,Y,N,Y,N,N,3221 Derry Road West,Mississauga,L5N7L7,43.5839941,-79.778028
Metro,N,N,Y,N,Y,N,Y,N,N,1585 Mississauga Valley Boulevard,Mississauga,L5A3W9,43.59228743,-79.62588489
Metro,N,N,Y,N,Y,N,Y,N,N,2208 Lake Shore Boulevard West,Etobicoke,M8V1A4,43.62314156,-79.48265873
Metro,N,N,Y,Y,Y,N,Y,N,N,250 The East Mall,Etobicoke,M9B3Y8,43.6304852,-79.5552856
Metro,N,N,Y,N,Y,N,Y,N,N,367 Mountainview Road South,Georgetown,L7G5X3,43.63234646,-79.87711281
Metro,N,N,Y,Y,Y,N,Y,N,N,100 Lynn Williams Street,Toronto,M6K3N6,43.6398754,-79.41779678
Metro,N,N,Y,Y,Y,N,Y,N,N,1230 Queen Street West,Toronto,M6J0B4,43.6426636,-79.4279968
Metro,N,N,Y,N,Y,N,Y,N,N,80 Front Street East,Toronto,M5E1T4,43.64919978,-79.37274924
Metro,N,N,Y,N,Y,N,Y,N,N,735 College Street,Toronto,M6G1C5,43.65415379,-79.41943089
Metro,N,N,Y,Y,Y,N,Y,N,N,89 Gould Street,Toronto,M5B2R1,43.6581772,-79.37664439
Metro,N,N,Y,N,Y,N,Y,N,N,2155 St Clair Avenue West,Toronto,M6N1K5,43.66968286,-79.47302841
Metro,N,N,Y,N,Y,N,Y,N,N,201 Lloyd Manor Road,Etobicoke,M9B6H6,43.67516014,-79.55564805
Metro,N,N,Y,Y,Y,N,Y,N,N,156 Main Street South,Brampton,L6W2C9,43.6786409,-79.7481142
Metro,N,N,Y,N,Y,N,Y,N,N,3003 Danforth Avenue,East York,M4C1M9,43.68988096,-79.28905981
Metro,N,N,Y,Y,Y,N,Y,N,N,1411 Lawrence Avenue West,North York,M6L1A4,43.7084331,-79.4767207
Metro,N,N,Y,Y,Y,N,Y,N,N,656 Eglinton Avenue East,Toronto,M4P1P1,43.7111512,-79.3786732
Metro,N,N,Y,Y,Y,N,Y,N,N,25 Peel Centre Drive,Brampton,L6T3R5,43.7157098,-79.7215288
Metro,N,N,Y,Y,Y,N,Y,N,N,3090 Bathurst Street,North York,M6A2A1,43.7196344,-79.4305428
Metro,N,N,Y,Y,Y,N,Y,N,N,40 Eglinton Square,Scarborough,M1L2K1,43.724054,-79.2992571
Metro,N,N,Y,Y,Y,N,Y,N,N,180 Sandalwood Parkway East,Brampton,L6Z1Y4,43.7273578,-79.7956953
Metro,N,N,Y,Y,Y,N,Y,N,N,1090 Wilson Avenue,North York,M3K1G6,43.728262,-79.4813425
Metro,N,N,Y,Y,Y,N,Y,N,N,20 Great Lakes Drive,Brampton,L6R2K7,43.73107072,-79.76287185
Metro,N,N,Y,Y,Y,N,Y,N,N,1050 Don Mills Road,North York,M3C1W6,43.73387932,-79.34372037
Metro,N,N,Y,N,Y,N,Y,N,N,3221 Eglinton Avenue East,Scarborough,M1J2H7,43.74288899,-79.21639825
Metro,N,N,Y,Y,Y,N,Y,N,N,15 Ellesmere Road,Scarborough,M1R4B7,43.75655,-79.3135467
Metro,N,N,Y,Y,Y,N,Y,N,N,16 William Kitchen Road,Scarborough,M1P5B7,43.7708617,-79.28213425
Metro,N,N,Y,Y,Y,N,Y,N,N,261 Port Union Road,Scarborough,M1C2L3,43.7884295,-79.139681
Metro,N,N,Y,Y,Y,N,Y,N,N,2900 Warden Avenue,Scarborough,M1W2S8,43.79752238,-79.31783119
Metro,N,N,Y,N,Y,N,Y,N,N,1822 Whites Road North,Pickering,L1V4M1,43.82986912,-79.12259578
Metro,N,N,Y,Y,Y,N,Y,N,N,619 Victoria Street West,Whitby,L1N0E4,43.8584556,-78.9460711
Metro,N,N,Y,Y,Y,N,Y,N,N,70 Thickson Road South,Whitby,L1N7T2,43.883916,-78.9137531
Metro,N,N,Y,Y,Y,N,Y,N,N,1989 Salem Road North,Ajax,L1T0J9,43.897282,-79.0281306
Metro,N,N,Y,N,Y,N,Y,N,N,243 King Street East,Bowmanville,L1C3X1,43.91108458,-78.67390025
Metro,N,N,Y,N,Y,N,Y,N,N,4111 Thickson Road North,Whitby,L1R2X3,43.92405193,-78.92675382
Metro,N,N,Y,Y,Y,N,Y,N,N,150 First Street,Orangeville,L9W3T7,43.9312224,-80.1027486
Metro,N,N,Y,Y,Y,N,Y,N,N,1265 Ritson Road North,Oshawa,L1G3V2,43.9329121,-78.8668768
Metro,N,N,Y,N,Y,N,Y,N,N,5612 Main Street,Stouffville,L4A8B7,43.96699515,-79.26858825
Metro,N,N,Y,Y,Y,N,Y,N,N,1111 Elgin Street West,Cobourg,K9A5H7,43.96900689,-78.2012388
Metro,N,N,Y,Y,Y,N,Y,N,N,1 Henderson Drive,Aurora,L4G4J7,43.98264535,-79.46458553
Metro,N,N,Y,Y,Y,N,Y,N,N,73 Main Street,Picton,K0K2T0,44.004937,-77.1490215
Metro,N,N,Y,N,Y,N,Y,N,N,16640 Yonge Street,Newmarket,L3X2N8,44.03398829,-79.47722777
Metro,N,N,Y,Y,Y,N,Y,N,N,1111 Davis Drive,Newmarket,L3Y9E5,44.0664373,-79.4313267
Metro,N,N,Y,Y,Y,N,Y,N,N,53 Quinte Street,Trenton,K8V3S8,44.0982831,-77.5768972
Metro,N,N,Y,Y,Y,N,Y,N,N,110 North Front Street,Belleville,K8P3B6,44.17551086,-77.39145428
Metro,N,N,Y,Y,Y,N,Y,N,N,310 Barrie Street,Kingston,K7L5L4,44.232386,-76.4918674
Metro,N,N,Y,Y,Y,N,Y,N,N,466 Gardiners Road,Kingston,K7M3X9,44.235187,-76.5671813
Metro,N,N,Y,Y,Y,N,Y,N,N,775 Bayridge Drive,Kingston,K7P2P1,44.2515406,-76.5900354
Metro,N,N,Y,Y,Y,N,Y,N,N,35 Alkenbrack Street,Napanee,K7R4C4,44.2569678,-76.9632088
Metro,N,N,Y,Y,Y,N,Y,N,N,1154 Chemong Road,Peterborough,K9H7E2,44.32885976,-78.33882385
Metro,N,N,Y,Y,Y,N,Y,N,N,333 King Street East,Gananoque,K7G1G6,44.3317681,-76.1579502
Metro,N,N,Y,Y,Y,N,Y,N,N,640 Mapleview Drive East,Barrie,L4N0H5,44.3486193,-79.6299318
Metro,N,N,Y,N,Y,N,Y,N,N,400 Bayfield Street,Barrie,L4M5A1,44.40723881,-79.70738646
Metro,N,N,Y,N,Y,N,Y,N,N,640 First Street,Collingwood,L9Y4Y7,44.50030239,-80.23678208
Metro,N,N,Y,Y,Y,N,Y,N,N,1070 2nd Avenue East,Owen Sound,N4K2H7,44.5700608,-80.9426319
Metro,N,N,Y,Y,Y,N,Y,N,N,70 Front Street North,Orillia,L3V4R7,44.6123396,-79.4151091
Metro,N,N,Y,Y,Y,N,Y,N,N,50 Wilson Street West,Perth,K7H2N4,44.90221318,-76.25614711
Metro,N,N,Y,N,Y,N,Y,N,N,3201 Strandherd Drive,Nepean,K2J5N1,45.2745355,-75.7213585
Metro,N,N,Y,Y,Y,N,Y,N,N,10 Cope Drive,Kanata,K2M0N2,45.28203,-75.8656
Metro,N,N,Y,Y,Y,N,Y,N,N,1811 Robertson Road,Nepean,K2H8X3,45.3301931,-75.81725116
Metro,N,N,Y,N,Y,N,Y,N,N,70 King William Street,Huntsville,P1H2A5,45.33398747,-79.20772509
Metro,N,N,Y,N,Y,N,Y,N,N,1705 Merivale Road,Nepean,K2G3K2,45.34495549,-75.72802392
Metro,N,N,Y,Y,Y,N,Y,N,N,2515 Bank Street,Ottawa,K1V0Y4,45.35471524,-75.64418101
Metro,N,N,Y,Y,Y,N,Y,N,N,2525 Carling Avenue,Ottawa,K2B7Z2,45.3648228,-75.7860021
Metro,N,N,Y,Y,Y,N,Y,N,N,2261 Walkley Road,Ottawa,K1G3G8,45.389536,-75.6192533
Metro,N,N,Y,Y,Y,N,Y,N,N,754 Bank Street,Ottawa,K1S3V6,45.4033564,-75.6889232
Metro,N,N,Y,N,Y,N,Y,N,N,375 Daniel Street South,Arnprior,K7S3K6,45.42563742,-76.36781032
Metro,N,N,Y,Y,Y,N,Y,N,N,255 Rideau Street,Ottawa,K1N5Y2,45.4284,-75.68705
Metro,N,N,Y,N,Y,N,Y,N,N,50 Beechwood Avenue,Ottawa,K1L8B3,45.43949007,-75.67562521
Metro,N,N,Y,Y,Y,N,Y,N,N,1930 Montreal Road,Gloucester,K1J6N2,45.4454303,-75.5952217
Metro,N,N,Y,N,Y,N,Y,N,N,4510 Innes Road,Orleans,K4A4C5,45.46123833,-75.48402909
Metro,N,N,Y,Y,Y,N,Y,N,N,1675 Tenth Line Road,Orleans,K1E3P6,45.4691228,-75.4912669
Metro,N,N,Y,Y,Y,N,Y,N,N,83 Raglan Street South,Renfrew,K7V1P8,45.47396,-76.6859
